BLUES, 1502723449.27, -0.0054131347487, $-21.9231957322
REDS, 1502723449.27, -0.00424885612799, $-17.2078673184
BLUES, 1502723471.43, -0.00274027031709, $-11.0980947842
REDS, 1502723471.43, -0.00708805789527, $-28.7066344758
BLUES, 1502723492.14, -0.0082602572093, $-33.4540416977
REDS, 1502723492.14, -0.00534839159317, $-21.6609859523
BLUES, 1502723511.59, -0.00274027031709, $-11.0980947842
REDS, 1502723511.59, -0.0073788971048, $-29.8845332744
BLUES, 1502723550.68, -0.00477443584512, $-19.3364651727
REDS, 1502723550.68, -0.00615519396439, $-24.9285355558
BLUES, 1502723575.48, -0.00233343721148, $-9.45042070651
REDS, 1502723575.48, -0.00691777448411, $-28.0169866606
BLUES, 1502723602.73, -0.00876276900102, $-35.4892144541
REDS, 1502723602.73, -0.00771793564875, $-31.2576393774
BLUES, 1502723626.48, -0.00815906979272, $-33.0442326605
REDS, 1502723626.48, -0.00591231293548, $-23.9448673887
BLUES, 1502723653.73, -0.00160306702926, $-6.49242146849
REDS, 1502723653.73, -0.00921060799427, $-37.3029623768
BLUES, 1502723677.49, -7.79093523802e-05, $-0.31553287714
REDS, 1502723677.49, -0.0111220372128, $-45.044250712
BLUES, 1502723701.55, 0.00387348259036, $15.6876044909
REDS, 1502723701.55, -0.0122190986906, $-49.4873496969
BLUES, 1502723725.76, -0.00235696579223, $-9.54571145854
REDS, 1502723725.76, -0.0095062987659, $-38.5005100019
BLUES, 1502723751.5, -0.00310749454369, $-12.5853529019
REDS, 1502723751.5, -0.00527104926444, $-21.347749521
BLUES, 1502723777.46, -0.00624701684304, $-25.3004182143
REDS, 1502723777.46, -0.0049751130291, $-20.1492077679
BLUES, 1502723801.44, -0.0105781567587, $-42.8415348729
REDS, 1502723801.44, -0.00114071258373, $-4.61988596412
BLUES, 1502723827.4, -0.0120237103299, $-48.6960268362
REDS, 1502723827.4, -0.00181476480089, $-7.34979744362
BLUES, 1502723852.68, -0.0129842867252, $-52.5863612372
REDS, 1502723852.68, 0.00145877637091, $5.9080443022
BLUES, 1502723877.52, -0.0197429075779, $-79.9587756903
REDS, 1502723877.52, 0.00706655681172, $28.6195550874
BLUES, 1502723903.9, -0.0157834144681, $-63.9228285959
REDS, 1502723903.9, 0.00706655681172, $28.6195550874
BLUES, 1502723929.27, -0.0165275066126, $-66.9364017812
REDS, 1502723929.27, 0.00752549190048, $30.4782421969
BLUES, 1502723953.97, -0.0159601394115, $-64.6385646166
REDS, 1502723953.97, 0.00625071669876, $25.31540263
BLUES, 1502723977.34, -0.0175737419498, $-71.1736548968
REDS, 1502723977.34, 0.00747434518455, $30.2710979974
BLUES, 1502724002.57, -0.0152563390639, $-61.7881732089
REDS, 1502724002.57, 0.00542270010846, $21.9619354393
BLUES, 1502724029.02, -0.0152563390639, $-61.7881732089
REDS, 1502724029.03, 0.00542270010846, $21.9619354393
BLUES, 1502724053.45, -0.0136408509252, $-55.2454462471
REDS, 1502724053.45, 0.0031607203332, $12.8009173494
BLUES, 1502724080.28, -0.0153654574376, $-62.2301026221
REDS, 1502724080.28, 0.00594527390083, $24.0783592983
BLUES, 1502724105.48, -0.0129936856463, $-52.6244268677
REDS, 1502724105.48, 0.00465546009412, $18.8546133812
BLUES, 1502724132.15, -0.0127513472028, $-51.6429561715
REDS, 1502724132.15, 0.00342149595734, $13.8570586272
BLUES, 1502724156.48, -0.0129709205299, $-52.5322281459
REDS, 1502724156.48, 0.00375591417999, $15.211452429
BLUES, 1502724180.45, -0.0122097262988, $-49.4493915102
REDS, 1502724180.45, 0.0026987006972, $10.9297378237
BLUES, 1502724206.68, -0.010177429, $-41.21858745
REDS, 1502724206.68, 0.000949630660523, $3.84600417512
BLUES, 1502724230.68, -0.0102340416892, $-41.4478688414
REDS, 1502724230.68, 0.00187610876249, $7.5982404881
BLUES, 1502724254.35, -0.0114455178443, $-46.3543472692
REDS, 1502724254.35, 0.00081554266305, $3.30294778535
BLUES, 1502724278.15, -0.0153223124595, $-62.0553654609
REDS, 1502724278.15, 0.00524440863981, $21.2398549912
BLUES, 1502724307.18, -0.0185505515683, $-75.1297338517
REDS, 1502724307.18, 0.0081015944071, $32.8114573488
BLUES, 1502724331.61, -0.0165689747199, $-67.1043476154
REDS, 1502724331.61, 0.00645445765778, $26.140553514
BLUES, 1502724356.43, -0.0149396345022, $-60.5055197338
REDS, 1502724356.43, 0.00469294922066, $19.0064443437
BLUES, 1502724379.78, -0.0130818219855, $-52.9813790413
REDS, 1502724379.78, 0.00322988839163, $13.0810479861
BLUES, 1502724403.81, -0.012319245506, $-49.8929442992
REDS, 1502724403.81, 0.00368372572555, $14.9190891885
BLUES, 1502724427.55, -0.0175805540648, $-71.2012439625
REDS, 1502724427.55, 0.00870478218561, $35.2543678517
BLUES, 1502724452.36, -0.0237173915101, $-96.055435616
REDS, 1502724452.36, 0.013052254996, $52.861632734
BLUES, 1502724477.57, -0.0285942591317, $-115.806749483
REDS, 1502724477.57, 0.0177454745007, $71.8691717276
BLUES, 1502724503.83, -0.0271642537223, $-110.015227575
REDS, 1502724503.83, 0.0150949047038, $61.1343640503
BLUES, 1502724528.54, -0.0241083663601, $-97.6388837585
REDS, 1502724528.54, 0.0122222287715, $49.5000265246
BLUES, 1502724555.07, -0.0274404808636, $-111.133947498
REDS, 1502724555.07, 0.0148145196656, $59.9988046459
BLUES, 1502724579.18, -0.0249821526614, $-101.177718279
REDS, 1502724579.18, 0.0141113875125, $57.1511194255
BLUES, 1502724603.87, -0.026650102962, $-107.932916996
REDS, 1502724603.88, 0.0167737006949, $67.9334878142
BLUES, 1502724628.72, -0.0229831467431, $-93.0817443094
REDS, 1502724628.72, 0.0119543312188, $48.4150414362
BLUES, 1502724662.96, -0.0221220528736, $-89.5943141381
REDS, 1502724662.96, 0.0120235764103, $48.6954844615
BLUES, 1502724689.64, -0.0235571283925, $-95.4063699895
REDS, 1502724689.64, 0.0125069730412, $50.6532408167
BLUES, 1502724715.64, -0.0233312994789, $-94.4917628896
REDS, 1502724715.64, 0.0111562205169, $45.1826930936
BLUES, 1502724740.67, -0.0208127555411, $-84.2916599413
REDS, 1502724740.67, 0.0110435884626, $44.7265332736
BLUES, 1502724765.83, -0.0217334396581, $-88.0204306155
REDS, 1502724765.83, 0.00980117798807, $39.6947708517
BLUES, 1502724794.69, -0.0143213717872, $-58.0015557383
REDS, 1502724794.69, 0.00370577616784, $15.0083934798
BLUES, 1502724819.14, -0.0157282690123, $-63.6994894998
REDS, 1502724819.14, 0.00594921639599, $24.0943264037
BLUES, 1502724845.73, -0.0141448595955, $-57.2866813616
REDS, 1502724845.73, 0.00359403214493, $14.5558301869
BLUES, 1502724870.4, -0.0116269918702, $-47.0893170742
REDS, 1502724870.4, 0.00286097570306, $11.5869515974
BLUES, 1502724895.3, -0.0112566325734, $-45.5893619222
REDS, 1502724895.3, 0.00117003829309, $4.738655087
BLUES, 1502724920.06, -0.00853112825256, $-34.5510694229
REDS, 1502724920.06, 0.000499332064144, $2.02229485978
BLUES, 1502724944.81, -0.0139546067215, $-56.5161572221
REDS, 1502724944.81, 0.000444015893025, $1.79826436675
BLUES, 1502724969.8, -0.0161084489427, $-65.2392182179
REDS, 1502724969.8, 0.00420781839806, $17.0416645121
BLUES, 1502724996.0, -0.0197082937548, $-79.8185897068
REDS, 1502724996.0, 0.00673535310437, $27.2781800727
BLUES, 1502725023.56, -0.0204668196778, $-82.8906196952
REDS, 1502725023.56, 0.00826710267203, $33.4817658217
BLUES, 1502725049.19, -0.0182068229181, $-73.7376328183
REDS, 1502725049.19, 0.00797260522258, $32.2890511514
BLUES, 1502725074.43, -0.0148228403141, $-60.0325032721
REDS, 1502725074.43, 0.00443570084234, $17.9645884115
BLUES, 1502725098.01, -0.0135700074959, $-54.9585303582
REDS, 1502725098.01, 0.00522616937598, $21.1659859727
BLUES, 1502725655.28, -0.00348855150592, $-14.128633599
REDS, 1502725655.28, -0.00836134073044, $-33.8634299583
BLUES, 1502725710.2, -0.00583214011466, $-23.6201674644
REDS, 1502725710.2, -0.00492652635358, $-19.952431732
BLUES, 1502725735.36, -0.00429763939939, $-17.4054395675
REDS, 1502725735.36, -0.00665137017255, $-26.9380491988
BLUES, 1502725760.1, -0.00364706868292, $-14.7706281658
REDS, 1502725760.1, -0.00573688175835, $-23.2343711213
BLUES, 1502725784.83, -0.00679231334583, $-27.5088690506
REDS, 1502725784.83, -0.00276459197324, $-11.1965974916
BLUES, 1502725810.9, -0.00696654541191, $-28.2145089182
REDS, 1502725810.9, -0.00493469403413, $-19.9855108382
BLUES, 1502725837.59, -0.0027489551021, $-11.1332681635
